"COPidName","pd_2019_P","DataPackCode","DataPackFilename","DataPackTabName","indicator","numeratorDenom","Modality","KeyPop","KnownNewStatus","NewExistingART","Indication","TBStatus","pregBF","VMMCTechnique","Age","AggregatedAge","AggregatedAgeFlag","Sex","HIVStatus","otherDisagg","IMPATT"
"HTS_TST|N|TA|STI Clinic||||||||25-29|15+||Female|Positive|","UviWmthRJJT.qF9q6ImcE4Q","hts_tst_sti_2529_f_pos_ta","HTS_DisaggTool","STI","HTS_TST","N","STI Clinic","","","","","","","","25-29","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||25-29|15+||Male|Negative|","UviWmthRJJT.DX5hOcGmzO4","hts_tst_sti_2529_m_neg_ta","HTS_DisaggTool","STI","HTS_TST","N","STI Clinic","","","","","","","","25-29","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||25-29|15+||Male|Positive|","UviWmthRJJT.zJAFlhIuWgH","hts_tst_sti_2529_m_pos_ta","HTS_DisaggTool","STI","HTS_TST","N","STI Clinic","","","","","","","","25-29","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||30-34|15+||Female|Negative|","UviWmthRJJT.g4X5YaSBkbt","hts_tst_sti_3034_f_neg_ta","HTS_DisaggTool","STI","HTS_TST","N","STI Clinic","","","","","","","","30-34","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||30-34|15+||Female|Positive|","UviWmthRJJT.nm4ngD1r1hU","hts_tst_sti_3034_f_pos_ta","HTS_DisaggTool","STI","HTS_TST","N","STI Clinic","","","","","","","","30-34","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||30-34|15+||Male|Negative|","UviWmthRJJT.X6qWVyu9XoN","hts_tst_sti_3034_m_neg_ta","HTS_DisaggTool","STI","HTS_TST","N","STI Clinic","","","","","","","","30-34","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||30-34|15+||Male|Positive|","UviWmthRJJT.SYFxsQKDZB6","hts_tst_sti_3034_m_pos_ta","HTS_DisaggTool","STI","HTS_TST","N","STI Clinic","","","","","","","","30-34","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||35-39|15+||Female|Negative|","UviWmthRJJT.xrbKLtiVPLr","hts_tst_sti_3539_f_neg_ta","HTS_DisaggTool","STI","HTS_TST","N","STI Clinic","","","","","","","","35-39","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||35-39|15+||Female|Positive|","UviWmthRJJT.XpcFo6dVPT4","hts_tst_sti_3539_f_pos_ta","HTS_DisaggTool","STI","HTS_TST","N","STI Clinic","","","","","","","","35-39","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||35-39|15+||Male|Negative|","UviWmthRJJT.V6sMmLkODqf","hts_tst_sti_3539_m_neg_ta","HTS_DisaggTool","STI","HTS_TST","N","STI Clinic","","","","","","","","35-39","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||35-39|15+||Male|Positive|","UviWmthRJJT.K5N6EXwJKhq","hts_tst_sti_3539_m_pos_ta","HTS_DisaggTool","STI","HTS_TST","N","STI Clinic","","","","","","","","35-39","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||40-49|15+||Female|Negative|","UviWmthRJJT.SdpT6lSiyCM","hts_tst_sti_4049_f_neg_ta","HTS_DisaggTool","STI","HTS_TST","N","STI Clinic","","","","","","","","40-49","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||40-49|15+||Female|Positive|","UviWmthRJJT.RHmkwEYAkor","hts_tst_sti_4049_f_pos_ta","HTS_DisaggTool","STI","HTS_TST","N","STI Clinic","","","","","","","","40-49","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||40-49|15+||Male|Negative|","UviWmthRJJT.HBu2SwE1QoF","hts_tst_sti_4049_m_neg_ta","HTS_DisaggTool","STI","HTS_TST","N","STI Clinic","","","","","","","","40-49","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||40-49|15+||Male|Positive|","UviWmthRJJT.j98NBCtzxly","hts_tst_sti_4049_m_pos_ta","HTS_DisaggTool","STI","HTS_TST","N","STI Clinic","","","","","","","","40-49","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||50+|15+||Female|Negative|","UviWmthRJJT.flyE54cGOkr","hts_tst_sti_o50_f_neg_ta","HTS_DisaggTool","STI","HTS_TST","N","STI Clinic","","","","","","","","50+","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||50+|15+||Female|Positive|","UviWmthRJJT.dZYJREDXbfa","hts_tst_sti_o50_f_pos_ta","HTS_DisaggTool","STI","HTS_TST","N","STI Clinic","","","","","","","","50+","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||50+|15+||Male|Negative|","UviWmthRJJT.HSpL3hSBx6F","hts_tst_sti_o50_m_neg_ta","HTS_DisaggTool","STI","HTS_TST","N","STI Clinic","","","","","","","","50+","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||50+|15+||Male|Positive|","UviWmthRJJT.h3WrcUxOPZ2","hts_tst_sti_o50_m_pos_ta","HTS_DisaggTool","STI","HTS_TST","N","STI Clinic","","","","","","","","50+","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||Unknown Age|Unknown Age||Female|Negative|","UviWmthRJJT.ZhN7dAZVzds",,,,"HTS_TST","N","STI Clinic","","","","","","","","Unknown Age","Unknown Age","","Female","Negative","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||Unknown Age|Unknown Age||Female|Positive|","UviWmthRJJT.VaLrzNohtN9",,,,"HTS_TST","N","STI Clinic","","","","","","","","Unknown Age","Unknown Age","","Female","Positive","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||Unknown Age|Unknown Age||Male|Negative|","UviWmthRJJT.YcXbNpQVqTA",,,,"HTS_TST","N","STI Clinic","","","","","","","","Unknown Age","Unknown Age","","Male","Negative","",FALSE
"HTS_TST|N|TA|STI Clinic||||||||Unknown Age|Unknown Age||Male|Positive|","UviWmthRJJT.EpuxXtY71JG",,,,"HTS_TST","N","STI Clinic","","","","","","","","Unknown Age","Unknown Age","","Male","Positive","",FALSE
"HTS_TST|N|TA|TBClinic||||||||<1|<15||Unknown Sex|Negative|","LsaOifwKPSE.DszsJew1vQA","hts_tst_tbclinic_u1_unk_neg_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","<1","<15","","Unknown Sex","Negative","",FALSE
"HTS_TST|N|TA|TBClinic||||||||<1|<15||Unknown Sex|Positive|","LsaOifwKPSE.tP2mjgakLVn","hts_tst_tbclinic_u1_unk_pos_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","<1","<15","","Unknown Sex","Positive","",FALSE
"HTS_TST|N|TA|TBClinic||||||||1-9|<15||Unknown Sex|Negative|","LsaOifwKPSE.BSQvgbaINGZ","hts_tst_tbclinic_0109_unk_neg_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","1-9","<15","","Unknown Sex","Negative","",FALSE
"HTS_TST|N|TA|TBClinic||||||||1-9|<15||Unknown Sex|Positive|","LsaOifwKPSE.VP9O0ao9MmZ","hts_tst_tbclinic_0109_unk_pos_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","1-9","<15","","Unknown Sex","Positive","",FALSE
"HTS_TST|N|TA|TBClinic||||||||10-14|<15||Female|Negative|","LsaOifwKPSE.pz7dlDGQssH","hts_tst_tbclinic_1014_f_neg_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","10-14","<15","","Female","Negative","",FALSE
"HTS_TST|N|TA|TBClinic||||||||10-14|<15||Female|Positive|","LsaOifwKPSE.sDHZqlgc0lv","hts_tst_tbclinic_1014_f_pos_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","10-14","<15","","Female","Positive","",FALSE
"HTS_TST|N|TA|TBClinic||||||||10-14|<15||Male|Negative|","LsaOifwKPSE.lfHFCxROkNE","hts_tst_tbclinic_1014_m_neg_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","10-14","<15","","Male","Negative","",FALSE
"HTS_TST|N|TA|TBClinic||||||||10-14|<15||Male|Positive|","LsaOifwKPSE.GscVGDNCdwR","hts_tst_tbclinic_1014_m_pos_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","10-14","<15","","Male","Positive","",FALSE
"HTS_TST|N|TA|TBClinic||||||||15-19|15+||Female|Negative|","LsaOifwKPSE.BOxW7hCTSjX","hts_tst_tbclinic_1519_f_neg_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","15-19","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|TBClinic||||||||15-19|15+||Female|Positive|","LsaOifwKPSE.HEpqnVEHzUA","hts_tst_tbclinic_1519_f_pos_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","15-19","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|TBClinic||||||||15-19|15+||Male|Negative|","LsaOifwKPSE.H250HduQyXi","hts_tst_tbclinic_1519_m_neg_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","15-19","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|TBClinic||||||||15-19|15+||Male|Positive|","LsaOifwKPSE.SyBPyzv8HTC","hts_tst_tbclinic_1519_m_pos_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","15-19","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|TBClinic||||||||20-24|15+||Female|Negative|","LsaOifwKPSE.ZAVOIaOudWw","hts_tst_tbclinic_2024_f_neg_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","20-24","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|TBClinic||||||||20-24|15+||Female|Positive|","LsaOifwKPSE.FLlJURwLmAe","hts_tst_tbclinic_2024_f_pos_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","20-24","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|TBClinic||||||||20-24|15+||Male|Negative|","LsaOifwKPSE.RWG4YLNHEdA","hts_tst_tbclinic_2024_m_neg_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","20-24","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|TBClinic||||||||20-24|15+||Male|Positive|","LsaOifwKPSE.lZiQLcYoM7M","hts_tst_tbclinic_2024_m_pos_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","20-24","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|TBClinic||||||||25-29|15+||Female|Negative|","LsaOifwKPSE.LIuHxfndMvN","hts_tst_tbclinic_2529_f_neg_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","25-29","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|TBClinic||||||||25-29|15+||Female|Positive|","LsaOifwKPSE.qF9q6ImcE4Q","hts_tst_tbclinic_2529_f_pos_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","25-29","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|TBClinic||||||||25-29|15+||Male|Negative|","LsaOifwKPSE.DX5hOcGmzO4","hts_tst_tbclinic_2529_m_neg_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","25-29","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|TBClinic||||||||25-29|15+||Male|Positive|","LsaOifwKPSE.zJAFlhIuWgH","hts_tst_tbclinic_2529_m_pos_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","25-29","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|TBClinic||||||||30-34|15+||Female|Negative|","LsaOifwKPSE.g4X5YaSBkbt","hts_tst_tbclinic_3034_f_neg_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","30-34","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|TBClinic||||||||30-34|15+||Female|Positive|","LsaOifwKPSE.nm4ngD1r1hU","hts_tst_tbclinic_3034_f_pos_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","30-34","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|TBClinic||||||||30-34|15+||Male|Negative|","LsaOifwKPSE.X6qWVyu9XoN","hts_tst_tbclinic_3034_m_neg_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","30-34","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|TBClinic||||||||30-34|15+||Male|Positive|","LsaOifwKPSE.SYFxsQKDZB6","hts_tst_tbclinic_3034_m_pos_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","30-34","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|TBClinic||||||||35-39|15+||Female|Negative|","LsaOifwKPSE.xrbKLtiVPLr","hts_tst_tbclinic_3539_f_neg_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","35-39","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|TBClinic||||||||35-39|15+||Female|Positive|","LsaOifwKPSE.XpcFo6dVPT4","hts_tst_tbclinic_3539_f_pos_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","35-39","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|TBClinic||||||||35-39|15+||Male|Negative|","LsaOifwKPSE.V6sMmLkODqf","hts_tst_tbclinic_3539_m_neg_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","35-39","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|TBClinic||||||||35-39|15+||Male|Positive|","LsaOifwKPSE.K5N6EXwJKhq","hts_tst_tbclinic_3539_m_pos_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","35-39","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|TBClinic||||||||40-49|15+||Female|Negative|","LsaOifwKPSE.SdpT6lSiyCM","hts_tst_tbclinic_4049_f_neg_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","40-49","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|TBClinic||||||||40-49|15+||Female|Positive|","LsaOifwKPSE.RHmkwEYAkor","hts_tst_tbclinic_4049_f_pos_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","40-49","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|TBClinic||||||||40-49|15+||Male|Negative|","LsaOifwKPSE.HBu2SwE1QoF","hts_tst_tbclinic_4049_m_neg_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","40-49","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|TBClinic||||||||40-49|15+||Male|Positive|","LsaOifwKPSE.j98NBCtzxly","hts_tst_tbclinic_4049_m_pos_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","40-49","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|TBClinic||||||||50+|15+||Female|Negative|","LsaOifwKPSE.flyE54cGOkr","hts_tst_tbclinic_o50_f_neg_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","50+","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|TBClinic||||||||50+|15+||Female|Positive|","LsaOifwKPSE.dZYJREDXbfa","hts_tst_tbclinic_o50_f_pos_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","50+","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|TBClinic||||||||50+|15+||Male|Negative|","LsaOifwKPSE.HSpL3hSBx6F","hts_tst_tbclinic_o50_m_neg_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","50+","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|TBClinic||||||||50+|15+||Male|Positive|","LsaOifwKPSE.h3WrcUxOPZ2","hts_tst_tbclinic_o50_m_pos_ta","HTS_DisaggTool","TBClinic","HTS_TST","N","TBClinic","","","","","","","","50+","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|TBClinic||||||||Unknown Age|Unknown Age||Female|Negative|","LsaOifwKPSE.ZhN7dAZVzds",,,,"HTS_TST","N","TBClinic","","","","","","","","Unknown Age","Unknown Age","","Female","Negative","",FALSE
"HTS_TST|N|TA|TBClinic||||||||Unknown Age|Unknown Age||Female|Positive|","LsaOifwKPSE.VaLrzNohtN9",,,,"HTS_TST","N","TBClinic","","","","","","","","Unknown Age","Unknown Age","","Female","Positive","",FALSE
"HTS_TST|N|TA|TBClinic||||||||Unknown Age|Unknown Age||Male|Negative|","LsaOifwKPSE.YcXbNpQVqTA",,,,"HTS_TST","N","TBClinic","","","","","","","","Unknown Age","Unknown Age","","Male","Negative","",FALSE
"HTS_TST|N|TA|TBClinic||||||||Unknown Age|Unknown Age||Male|Positive|","LsaOifwKPSE.EpuxXtY71JG",,,,"HTS_TST","N","TBClinic","","","","","","","","Unknown Age","Unknown Age","","Male","Positive","",FALSE
"HTS_TST|N|TA|VCT||||||||<1|<15||Unknown Sex|Negative|","mbKsLDUVcst.DszsJew1vQA","hts_tst_vct_u1_unk_neg_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","<1","<15","","Unknown Sex","Negative","",FALSE
"HTS_TST|N|TA|VCT||||||||<1|<15||Unknown Sex|Positive|","mbKsLDUVcst.tP2mjgakLVn","hts_tst_vct_u1_unk_pos_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","<1","<15","","Unknown Sex","Positive","",FALSE
"HTS_TST|N|TA|VCT||||||||1-9|<15||Unknown Sex|Negative|","mbKsLDUVcst.BSQvgbaINGZ","hts_tst_vct_0109_unk_neg_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","1-9","<15","","Unknown Sex","Negative","",FALSE
"HTS_TST|N|TA|VCT||||||||1-9|<15||Unknown Sex|Positive|","mbKsLDUVcst.VP9O0ao9MmZ","hts_tst_vct_0109_unk_pos_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","1-9","<15","","Unknown Sex","Positive","",FALSE
"HTS_TST|N|TA|VCT||||||||10-14|<15||Female|Negative|","mbKsLDUVcst.pz7dlDGQssH","hts_tst_vct_1014_f_neg_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","10-14","<15","","Female","Negative","",FALSE
"HTS_TST|N|TA|VCT||||||||10-14|<15||Female|Positive|","mbKsLDUVcst.sDHZqlgc0lv","hts_tst_vct_1014_f_pos_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","10-14","<15","","Female","Positive","",FALSE
"HTS_TST|N|TA|VCT||||||||10-14|<15||Male|Negative|","mbKsLDUVcst.lfHFCxROkNE","hts_tst_vct_1014_m_neg_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","10-14","<15","","Male","Negative","",FALSE
"HTS_TST|N|TA|VCT||||||||10-14|<15||Male|Positive|","mbKsLDUVcst.GscVGDNCdwR","hts_tst_vct_1014_m_pos_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","10-14","<15","","Male","Positive","",FALSE
"HTS_TST|N|TA|VCT||||||||15-19|15+||Female|Negative|","mbKsLDUVcst.BOxW7hCTSjX","hts_tst_vct_1519_f_neg_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","15-19","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|VCT||||||||15-19|15+||Female|Positive|","mbKsLDUVcst.HEpqnVEHzUA","hts_tst_vct_1519_f_pos_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","15-19","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|VCT||||||||15-19|15+||Male|Negative|","mbKsLDUVcst.H250HduQyXi","hts_tst_vct_1519_m_neg_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","15-19","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VCT||||||||15-19|15+||Male|Positive|","mbKsLDUVcst.SyBPyzv8HTC","hts_tst_vct_1519_m_pos_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","15-19","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VCT||||||||20-24|15+||Female|Negative|","mbKsLDUVcst.ZAVOIaOudWw","hts_tst_vct_2024_f_neg_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","20-24","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|VCT||||||||20-24|15+||Female|Positive|","mbKsLDUVcst.FLlJURwLmAe","hts_tst_vct_2024_f_pos_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","20-24","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|VCT||||||||20-24|15+||Male|Negative|","mbKsLDUVcst.RWG4YLNHEdA","hts_tst_vct_2024_m_neg_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","20-24","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VCT||||||||20-24|15+||Male|Positive|","mbKsLDUVcst.lZiQLcYoM7M","hts_tst_vct_2024_m_pos_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","20-24","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VCT||||||||25-29|15+||Female|Negative|","mbKsLDUVcst.LIuHxfndMvN","hts_tst_vct_2529_f_neg_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","25-29","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|VCT||||||||25-29|15+||Female|Positive|","mbKsLDUVcst.qF9q6ImcE4Q","hts_tst_vct_2529_f_pos_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","25-29","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|VCT||||||||25-29|15+||Male|Negative|","mbKsLDUVcst.DX5hOcGmzO4","hts_tst_vct_2529_m_neg_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","25-29","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VCT||||||||25-29|15+||Male|Positive|","mbKsLDUVcst.zJAFlhIuWgH","hts_tst_vct_2529_m_pos_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","25-29","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VCT||||||||30-34|15+||Female|Negative|","mbKsLDUVcst.g4X5YaSBkbt","hts_tst_vct_3034_f_neg_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","30-34","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|VCT||||||||30-34|15+||Female|Positive|","mbKsLDUVcst.nm4ngD1r1hU","hts_tst_vct_3034_f_pos_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","30-34","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|VCT||||||||30-34|15+||Male|Negative|","mbKsLDUVcst.X6qWVyu9XoN","hts_tst_vct_3034_m_neg_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","30-34","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VCT||||||||30-34|15+||Male|Positive|","mbKsLDUVcst.SYFxsQKDZB6","hts_tst_vct_3034_m_pos_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","30-34","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VCT||||||||35-39|15+||Female|Negative|","mbKsLDUVcst.xrbKLtiVPLr","hts_tst_vct_3539_f_neg_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","35-39","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|VCT||||||||35-39|15+||Female|Positive|","mbKsLDUVcst.XpcFo6dVPT4","hts_tst_vct_3539_f_pos_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","35-39","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|VCT||||||||35-39|15+||Male|Negative|","mbKsLDUVcst.V6sMmLkODqf","hts_tst_vct_3539_m_neg_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","35-39","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VCT||||||||35-39|15+||Male|Positive|","mbKsLDUVcst.K5N6EXwJKhq","hts_tst_vct_3539_m_pos_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","35-39","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VCT||||||||40-49|15+||Female|Negative|","mbKsLDUVcst.SdpT6lSiyCM","hts_tst_vct_4049_f_neg_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","40-49","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|VCT||||||||40-49|15+||Female|Positive|","mbKsLDUVcst.RHmkwEYAkor","hts_tst_vct_4049_f_pos_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","40-49","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|VCT||||||||40-49|15+||Male|Negative|","mbKsLDUVcst.HBu2SwE1QoF","hts_tst_vct_4049_m_neg_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","40-49","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VCT||||||||40-49|15+||Male|Positive|","mbKsLDUVcst.j98NBCtzxly","hts_tst_vct_4049_m_pos_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","40-49","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VCT||||||||50+|15+||Female|Negative|","mbKsLDUVcst.flyE54cGOkr","hts_tst_vct_o50_f_neg_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","50+","15+","","Female","Negative","",FALSE
"HTS_TST|N|TA|VCT||||||||50+|15+||Female|Positive|","mbKsLDUVcst.dZYJREDXbfa","hts_tst_vct_o50_f_pos_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","50+","15+","","Female","Positive","",FALSE
"HTS_TST|N|TA|VCT||||||||50+|15+||Male|Negative|","mbKsLDUVcst.HSpL3hSBx6F","hts_tst_vct_o50_m_neg_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","50+","15+","","Male","Negative","",FALSE
"HTS_TST|N|TA|VCT||||||||50+|15+||Male|Positive|","mbKsLDUVcst.h3WrcUxOPZ2","hts_tst_vct_o50_m_pos_ta","HTS_DisaggTool","VCT","HTS_TST","N","VCT","","","","","","","","50+","15+","","Male","Positive","",FALSE
"HTS_TST|N|TA|VCT||||||||Unknown Age|Unknown Age||Female|Negative|","mbKsLDUVcst.ZhN7dAZVzds",,,,"HTS_TST","N","VCT","","","","","","","","Unknown Age","Unknown Age","","Female","Negative","",FALSE
"HTS_TST|N|TA|VCT||||||||Unknown Age|Unknown Age||Female|Positive|","mbKsLDUVcst.VaLrzNohtN9",,,,"HTS_TST","N","VCT","","","","","","","","Unknown Age","Unknown Age","","Female","Positive","",FALSE
