DataPackKey,DataPackCode,DataPackFilename,DataPackTabName,indicator,numeratorDenom,Modality,KeyPop,KnownNewStatus,NewExistingART,Indication,TBStatus,pregBF,VMMCTechnique,Age,AggregatedAge,AggregatedAgeFlag,Sex,HIVStatus,otherDisagg,IMPATT
HTS_TST|N|Inpat||||||||30-34|15+||Female|Positive||FALSE,hts_tst_inpat_3034_f_pos,HTS_DisaggTool,Inpat,HTS_TST,N,Inpat,,,,,,,,30-34,15+,,Female,Positive,,FALSE
HTS_TST|N|Inpat||||||||30-34|15+||Male|Negative||FALSE,hts_tst_inpat_3034_m_neg,HTS_DisaggTool,Inpat,HTS_TST,N,Inpat,,,,,,,,30-34,15+,,Male,Negative,,FALSE
HTS_TST|N|Inpat||||||||30-34|15+||Male|Positive||FALSE,hts_tst_inpat_3034_m_pos,HTS_DisaggTool,Inpat,HTS_TST,N,Inpat,,,,,,,,30-34,15+,,Male,Positive,,FALSE
HTS_TST|N|Inpat||||||||35-39|15+||Female|Negative||FALSE,hts_tst_inpat_3539_f_neg,HTS_DisaggTool,Inpat,HTS_TST,N,Inpat,,,,,,,,35-39,15+,,Female,Negative,,FALSE
HTS_TST|N|Inpat||||||||35-39|15+||Female|Positive||FALSE,hts_tst_inpat_3539_f_pos,HTS_DisaggTool,Inpat,HTS_TST,N,Inpat,,,,,,,,35-39,15+,,Female,Positive,,FALSE
HTS_TST|N|Inpat||||||||35-39|15+||Male|Negative||FALSE,hts_tst_inpat_3539_m_neg,HTS_DisaggTool,Inpat,HTS_TST,N,Inpat,,,,,,,,35-39,15+,,Male,Negative,,FALSE
HTS_TST|N|Inpat||||||||35-39|15+||Male|Positive||FALSE,hts_tst_inpat_3539_m_pos,HTS_DisaggTool,Inpat,HTS_TST,N,Inpat,,,,,,,,35-39,15+,,Male,Positive,,FALSE
HTS_TST|N|Inpat||||||||40-49|15+||Female|Negative||FALSE,hts_tst_inpat_4049_f_neg,HTS_DisaggTool,Inpat,HTS_TST,N,Inpat,,,,,,,,40-49,15+,,Female,Negative,,FALSE
HTS_TST|N|Inpat||||||||40-49|15+||Female|Positive||FALSE,hts_tst_inpat_4049_f_pos,HTS_DisaggTool,Inpat,HTS_TST,N,Inpat,,,,,,,,40-49,15+,,Female,Positive,,FALSE
HTS_TST|N|Inpat||||||||40-49|15+||Male|Negative||FALSE,hts_tst_inpat_4049_m_neg,HTS_DisaggTool,Inpat,HTS_TST,N,Inpat,,,,,,,,40-49,15+,,Male,Negative,,FALSE
HTS_TST|N|Inpat||||||||40-49|15+||Male|Positive||FALSE,hts_tst_inpat_4049_m_pos,HTS_DisaggTool,Inpat,HTS_TST,N,Inpat,,,,,,,,40-49,15+,,Male,Positive,,FALSE
HTS_TST|N|Inpat||||||||50+|15+||Female|Negative||FALSE,hts_tst_inpat_o50_f_neg,HTS_DisaggTool,Inpat,HTS_TST,N,Inpat,,,,,,,,50+,15+,,Female,Negative,,FALSE
HTS_TST|N|Inpat||||||||50+|15+||Female|Positive||FALSE,hts_tst_inpat_o50_f_pos,HTS_DisaggTool,Inpat,HTS_TST,N,Inpat,,,,,,,,50+,15+,,Female,Positive,,FALSE
HTS_TST|N|Inpat||||||||50+|15+||Male|Negative||FALSE,hts_tst_inpat_o50_m_neg,HTS_DisaggTool,Inpat,HTS_TST,N,Inpat,,,,,,,,50+,15+,,Male,Negative,,FALSE
HTS_TST|N|Inpat||||||||50+|15+||Male|Positive||FALSE,hts_tst_inpat_o50_m_pos,HTS_DisaggTool,Inpat,HTS_TST,N,Inpat,,,,,,,,50+,15+,,Male,Positive,,FALSE
HTS_TST|N|Inpat||||||||Unknown Age|Unknown Age||Female|Negative||FALSE,,,,HTS_TST,N,Inpat,,,,,,,,Unknown Age,Unknown Age,,Female,Negative,,FALSE
HTS_TST|N|Inpat||||||||Unknown Age|Unknown Age||Female|Positive||FALSE,,,,HTS_TST,N,Inpat,,,,,,,,Unknown Age,Unknown Age,,Female,Positive,,FALSE
HTS_TST|N|Inpat||||||||Unknown Age|Unknown Age||Male|Negative||FALSE,,,,HTS_TST,N,Inpat,,,,,,,,Unknown Age,Unknown Age,,Male,Negative,,FALSE
HTS_TST|N|Inpat||||||||Unknown Age|Unknown Age||Male|Positive||FALSE,,,,HTS_TST,N,Inpat,,,,,,,,Unknown Age,Unknown Age,,Male,Positive,,FALSE
HTS_TST|N|Malnutrition||||||||<5|<15||Unknown Sex|Negative||FALSE,D_hts_tst_neg_malnutrition_u15_fy19,HTS_DisaggTool,Malnutrition,HTS_TST,N,Malnutrition,,,,,,,,<5,<15,,Unknown Sex,Negative,,FALSE
HTS_TST|N|Malnutrition||||||||<5|<15||Unknown Sex|Positive||FALSE,D_hts_tst_pos_malnutrition_u15_fy19,HTS_DisaggTool,Malnutrition,HTS_TST,N,Malnutrition,,,,,,,,<5,<15,,Unknown Sex,Positive,,FALSE
HTS_TST|N|MobileMod||||||||<1|<15||Unknown Sex|Negative||FALSE,hts_tst_mobilemod_u1_unk_neg,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,<1,<15,,Unknown Sex,Negative,,FALSE
HTS_TST|N|MobileMod||||||||<1|<15||Unknown Sex|Positive||FALSE,hts_tst_mobilemod_u1_unk_pos,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,<1,<15,,Unknown Sex,Positive,,FALSE
HTS_TST|N|MobileMod||||||||1-9|<15||Unknown Sex|Negative||FALSE,hts_tst_mobilemod_0109_unk_neg,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,1-9,<15,,Unknown Sex,Negative,,FALSE
HTS_TST|N|MobileMod||||||||1-9|<15||Unknown Sex|Positive||FALSE,hts_tst_mobilemod_0109_unk_pos,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,1-9,<15,,Unknown Sex,Positive,,FALSE
HTS_TST|N|MobileMod||||||||10-14|<15||Female|Negative||FALSE,hts_tst_mobilemod_1014_f_neg,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,10-14,<15,,Female,Negative,,FALSE
HTS_TST|N|MobileMod||||||||10-14|<15||Female|Positive||FALSE,hts_tst_mobilemod_1014_f_pos,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,10-14,<15,,Female,Positive,,FALSE
HTS_TST|N|MobileMod||||||||10-14|<15||Male|Negative||FALSE,hts_tst_mobilemod_1014_m_neg,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,10-14,<15,,Male,Negative,,FALSE
HTS_TST|N|MobileMod||||||||10-14|<15||Male|Positive||FALSE,hts_tst_mobilemod_1014_m_pos,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,10-14,<15,,Male,Positive,,FALSE
HTS_TST|N|MobileMod||||||||15-19|15+||Female|Negative||FALSE,hts_tst_mobilemod_1519_f_neg,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,15-19,15+,,Female,Negative,,FALSE
HTS_TST|N|MobileMod||||||||15-19|15+||Female|Positive||FALSE,hts_tst_mobilemod_1519_f_pos,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,15-19,15+,,Female,Positive,,FALSE
HTS_TST|N|MobileMod||||||||15-19|15+||Male|Negative||FALSE,hts_tst_mobilemod_1519_m_neg,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,15-19,15+,,Male,Negative,,FALSE
HTS_TST|N|MobileMod||||||||15-19|15+||Male|Positive||FALSE,hts_tst_mobilemod_1519_m_pos,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,15-19,15+,,Male,Positive,,FALSE
HTS_TST|N|MobileMod||||||||20-24|15+||Female|Negative||FALSE,hts_tst_mobilemod_2024_f_neg,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,20-24,15+,,Female,Negative,,FALSE
HTS_TST|N|MobileMod||||||||20-24|15+||Female|Positive||FALSE,hts_tst_mobilemod_2024_f_pos,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,20-24,15+,,Female,Positive,,FALSE
HTS_TST|N|MobileMod||||||||20-24|15+||Male|Negative||FALSE,hts_tst_mobilemod_2024_m_neg,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,20-24,15+,,Male,Negative,,FALSE
HTS_TST|N|MobileMod||||||||20-24|15+||Male|Positive||FALSE,hts_tst_mobilemod_2024_m_pos,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,20-24,15+,,Male,Positive,,FALSE
HTS_TST|N|MobileMod||||||||25-29|15+||Female|Negative||FALSE,hts_tst_mobilemod_2529_f_neg,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,25-29,15+,,Female,Negative,,FALSE
HTS_TST|N|MobileMod||||||||25-29|15+||Female|Positive||FALSE,hts_tst_mobilemod_2529_f_pos,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,25-29,15+,,Female,Positive,,FALSE
HTS_TST|N|MobileMod||||||||25-29|15+||Male|Negative||FALSE,hts_tst_mobilemod_2529_m_neg,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,25-29,15+,,Male,Negative,,FALSE
HTS_TST|N|MobileMod||||||||25-29|15+||Male|Positive||FALSE,hts_tst_mobilemod_2529_m_pos,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,25-29,15+,,Male,Positive,,FALSE
HTS_TST|N|MobileMod||||||||30-34|15+||Female|Negative||FALSE,hts_tst_mobilemod_3034_f_neg,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,30-34,15+,,Female,Negative,,FALSE
HTS_TST|N|MobileMod||||||||30-34|15+||Female|Positive||FALSE,hts_tst_mobilemod_3034_f_pos,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,30-34,15+,,Female,Positive,,FALSE
HTS_TST|N|MobileMod||||||||30-34|15+||Male|Negative||FALSE,hts_tst_mobilemod_3034_m_neg,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,30-34,15+,,Male,Negative,,FALSE
HTS_TST|N|MobileMod||||||||30-34|15+||Male|Positive||FALSE,hts_tst_mobilemod_3034_m_pos,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,30-34,15+,,Male,Positive,,FALSE
HTS_TST|N|MobileMod||||||||35-39|15+||Female|Negative||FALSE,hts_tst_mobilemod_3539_f_neg,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,35-39,15+,,Female,Negative,,FALSE
HTS_TST|N|MobileMod||||||||35-39|15+||Female|Positive||FALSE,hts_tst_mobilemod_3539_f_pos,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,35-39,15+,,Female,Positive,,FALSE
HTS_TST|N|MobileMod||||||||35-39|15+||Male|Negative||FALSE,hts_tst_mobilemod_3539_m_neg,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,35-39,15+,,Male,Negative,,FALSE
HTS_TST|N|MobileMod||||||||35-39|15+||Male|Positive||FALSE,hts_tst_mobilemod_3539_m_pos,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,35-39,15+,,Male,Positive,,FALSE
HTS_TST|N|MobileMod||||||||40-49|15+||Female|Negative||FALSE,hts_tst_mobilemod_4049_f_neg,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,40-49,15+,,Female,Negative,,FALSE
HTS_TST|N|MobileMod||||||||40-49|15+||Female|Positive||FALSE,hts_tst_mobilemod_4049_f_pos,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,40-49,15+,,Female,Positive,,FALSE
HTS_TST|N|MobileMod||||||||40-49|15+||Male|Negative||FALSE,hts_tst_mobilemod_4049_m_neg,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,40-49,15+,,Male,Negative,,FALSE
HTS_TST|N|MobileMod||||||||40-49|15+||Male|Positive||FALSE,hts_tst_mobilemod_4049_m_pos,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,40-49,15+,,Male,Positive,,FALSE
HTS_TST|N|MobileMod||||||||50+|15+||Female|Negative||FALSE,hts_tst_mobilemod_o50_f_neg,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,50+,15+,,Female,Negative,,FALSE
HTS_TST|N|MobileMod||||||||50+|15+||Female|Positive||FALSE,hts_tst_mobilemod_o50_f_pos,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,50+,15+,,Female,Positive,,FALSE
HTS_TST|N|MobileMod||||||||50+|15+||Male|Negative||FALSE,hts_tst_mobilemod_o50_m_neg,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,50+,15+,,Male,Negative,,FALSE
HTS_TST|N|MobileMod||||||||50+|15+||Male|Positive||FALSE,hts_tst_mobilemod_o50_m_pos,HTS_DisaggTool,MobileMod,HTS_TST,N,MobileMod,,,,,,,,50+,15+,,Male,Positive,,FALSE
HTS_TST|N|MobileMod||||||||Unknown Age|Unknown Age||Female|Negative||FALSE,,,,HTS_TST,N,MobileMod,,,,,,,,Unknown Age,Unknown Age,,Female,Negative,,FALSE
HTS_TST|N|MobileMod||||||||Unknown Age|Unknown Age||Female|Positive||FALSE,,,,HTS_TST,N,MobileMod,,,,,,,,Unknown Age,Unknown Age,,Female,Positive,,FALSE
HTS_TST|N|MobileMod||||||||Unknown Age|Unknown Age||Male|Negative||FALSE,,,,HTS_TST,N,MobileMod,,,,,,,,Unknown Age,Unknown Age,,Male,Negative,,FALSE
HTS_TST|N|MobileMod||||||||Unknown Age|Unknown Age||Male|Positive||FALSE,,,,HTS_TST,N,MobileMod,,,,,,,,Unknown Age,Unknown Age,,Male,Positive,,FALSE
HTS_TST|N|OtherMod||||||||<1|<15||Unknown Sex|Negative||FALSE,hts_tst_othermod_u1_unk_neg,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,<1,<15,,Unknown Sex,Negative,,FALSE
HTS_TST|N|OtherMod||||||||<1|<15||Unknown Sex|Positive||FALSE,hts_tst_othermod_u1_unk_pos,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,<1,<15,,Unknown Sex,Positive,,FALSE
HTS_TST|N|OtherMod||||||||1-9|<15||Unknown Sex|Negative||FALSE,hts_tst_othermod_0109_unk_neg,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,1-9,<15,,Unknown Sex,Negative,,FALSE
HTS_TST|N|OtherMod||||||||1-9|<15||Unknown Sex|Positive||FALSE,hts_tst_othermod_0109_unk_pos,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,1-9,<15,,Unknown Sex,Positive,,FALSE
HTS_TST|N|OtherMod||||||||10-14|<15||Female|Negative||FALSE,hts_tst_othermod_1014_f_neg,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,10-14,<15,,Female,Negative,,FALSE
HTS_TST|N|OtherMod||||||||10-14|<15||Female|Positive||FALSE,hts_tst_othermod_1014_f_pos,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,10-14,<15,,Female,Positive,,FALSE
HTS_TST|N|OtherMod||||||||10-14|<15||Male|Negative||FALSE,hts_tst_othermod_1014_m_neg,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,10-14,<15,,Male,Negative,,FALSE
HTS_TST|N|OtherMod||||||||10-14|<15||Male|Positive||FALSE,hts_tst_othermod_1014_m_pos,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,10-14,<15,,Male,Positive,,FALSE
HTS_TST|N|OtherMod||||||||15-19|15+||Female|Negative||FALSE,hts_tst_othermod_1519_f_neg,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,15-19,15+,,Female,Negative,,FALSE
HTS_TST|N|OtherMod||||||||15-19|15+||Female|Positive||FALSE,hts_tst_othermod_1519_f_pos,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,15-19,15+,,Female,Positive,,FALSE
HTS_TST|N|OtherMod||||||||15-19|15+||Male|Negative||FALSE,hts_tst_othermod_1519_m_neg,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,15-19,15+,,Male,Negative,,FALSE
HTS_TST|N|OtherMod||||||||15-19|15+||Male|Positive||FALSE,hts_tst_othermod_1519_m_pos,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,15-19,15+,,Male,Positive,,FALSE
HTS_TST|N|OtherMod||||||||20-24|15+||Female|Negative||FALSE,hts_tst_othermod_2024_f_neg,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,20-24,15+,,Female,Negative,,FALSE
HTS_TST|N|OtherMod||||||||20-24|15+||Female|Positive||FALSE,hts_tst_othermod_2024_f_pos,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,20-24,15+,,Female,Positive,,FALSE
HTS_TST|N|OtherMod||||||||20-24|15+||Male|Negative||FALSE,hts_tst_othermod_2024_m_neg,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,20-24,15+,,Male,Negative,,FALSE
HTS_TST|N|OtherMod||||||||20-24|15+||Male|Positive||FALSE,hts_tst_othermod_2024_m_pos,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,20-24,15+,,Male,Positive,,FALSE
HTS_TST|N|OtherMod||||||||25-29|15+||Female|Negative||FALSE,hts_tst_othermod_2529_f_neg,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,25-29,15+,,Female,Negative,,FALSE
HTS_TST|N|OtherMod||||||||25-29|15+||Female|Positive||FALSE,hts_tst_othermod_2529_f_pos,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,25-29,15+,,Female,Positive,,FALSE
HTS_TST|N|OtherMod||||||||25-29|15+||Male|Negative||FALSE,hts_tst_othermod_2529_m_neg,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,25-29,15+,,Male,Negative,,FALSE
HTS_TST|N|OtherMod||||||||25-29|15+||Male|Positive||FALSE,hts_tst_othermod_2529_m_pos,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,25-29,15+,,Male,Positive,,FALSE
HTS_TST|N|OtherMod||||||||30-34|15+||Female|Negative||FALSE,hts_tst_othermod_3034_f_neg,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,30-34,15+,,Female,Negative,,FALSE
HTS_TST|N|OtherMod||||||||30-34|15+||Female|Positive||FALSE,hts_tst_othermod_3034_f_pos,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,30-34,15+,,Female,Positive,,FALSE
HTS_TST|N|OtherMod||||||||30-34|15+||Male|Negative||FALSE,hts_tst_othermod_3034_m_neg,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,30-34,15+,,Male,Negative,,FALSE
HTS_TST|N|OtherMod||||||||30-34|15+||Male|Positive||FALSE,hts_tst_othermod_3034_m_pos,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,30-34,15+,,Male,Positive,,FALSE
HTS_TST|N|OtherMod||||||||35-39|15+||Female|Negative||FALSE,hts_tst_othermod_3539_f_neg,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,35-39,15+,,Female,Negative,,FALSE
HTS_TST|N|OtherMod||||||||35-39|15+||Female|Positive||FALSE,hts_tst_othermod_3539_f_pos,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,35-39,15+,,Female,Positive,,FALSE
HTS_TST|N|OtherMod||||||||35-39|15+||Male|Negative||FALSE,hts_tst_othermod_3539_m_neg,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,35-39,15+,,Male,Negative,,FALSE
HTS_TST|N|OtherMod||||||||35-39|15+||Male|Positive||FALSE,hts_tst_othermod_3539_m_pos,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,35-39,15+,,Male,Positive,,FALSE
HTS_TST|N|OtherMod||||||||40-49|15+||Female|Negative||FALSE,hts_tst_othermod_4049_f_neg,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,40-49,15+,,Female,Negative,,FALSE
HTS_TST|N|OtherMod||||||||40-49|15+||Female|Positive||FALSE,hts_tst_othermod_4049_f_pos,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,40-49,15+,,Female,Positive,,FALSE
HTS_TST|N|OtherMod||||||||40-49|15+||Male|Negative||FALSE,hts_tst_othermod_4049_m_neg,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,40-49,15+,,Male,Negative,,FALSE
HTS_TST|N|OtherMod||||||||40-49|15+||Male|Positive||FALSE,hts_tst_othermod_4049_m_pos,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,40-49,15+,,Male,Positive,,FALSE
HTS_TST|N|OtherMod||||||||50+|15+||Female|Negative||FALSE,hts_tst_othermod_o50_f_neg,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,50+,15+,,Female,Negative,,FALSE
HTS_TST|N|OtherMod||||||||50+|15+||Female|Positive||FALSE,hts_tst_othermod_o50_f_pos,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,50+,15+,,Female,Positive,,FALSE
HTS_TST|N|OtherMod||||||||50+|15+||Male|Negative||FALSE,hts_tst_othermod_o50_m_neg,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,50+,15+,,Male,Negative,,FALSE
HTS_TST|N|OtherMod||||||||50+|15+||Male|Positive||FALSE,hts_tst_othermod_o50_m_pos,HTS_DisaggTool,OtherMod,HTS_TST,N,OtherMod,,,,,,,,50+,15+,,Male,Positive,,FALSE
HTS_TST|N|OtherMod||||||||Unknown Age|Unknown Age||Female|Negative||FALSE,,,,HTS_TST,N,OtherMod,,,,,,,,Unknown Age,Unknown Age,,Female,Negative,,FALSE
HTS_TST|N|OtherMod||||||||Unknown Age|Unknown Age||Female|Positive||FALSE,,,,HTS_TST,N,OtherMod,,,,,,,,Unknown Age,Unknown Age,,Female,Positive,,FALSE
HTS_TST|N|OtherMod||||||||Unknown Age|Unknown Age||Male|Negative||FALSE,,,,HTS_TST,N,OtherMod,,,,,,,,Unknown Age,Unknown Age,,Male,Negative,,FALSE
HTS_TST|N|OtherMod||||||||Unknown Age|Unknown Age||Male|Positive||FALSE,,,,HTS_TST,N,OtherMod,,,,,,,,Unknown Age,Unknown Age,,Male,Positive,,FALSE
HTS_TST|N|OtherPITC||||||||<1|<15||Unknown Sex|Negative||FALSE,hts_tst_otherpitc_u1_unk_neg,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,<1,<15,,Unknown Sex,Negative,,FALSE
HTS_TST|N|OtherPITC||||||||<1|<15||Unknown Sex|Positive||FALSE,hts_tst_otherpitc_u1_unk_pos,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,<1,<15,,Unknown Sex,Positive,,FALSE
HTS_TST|N|OtherPITC||||||||1-9|<15||Unknown Sex|Negative||FALSE,hts_tst_otherpitc_0109_unk_neg,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,1-9,<15,,Unknown Sex,Negative,,FALSE
HTS_TST|N|OtherPITC||||||||1-9|<15||Unknown Sex|Positive||FALSE,hts_tst_otherpitc_0109_unk_pos,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,1-9,<15,,Unknown Sex,Positive,,FALSE
HTS_TST|N|OtherPITC||||||||10-14|<15||Female|Negative||FALSE,hts_tst_otherpitc_1014_f_neg,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,10-14,<15,,Female,Negative,,FALSE
HTS_TST|N|OtherPITC||||||||10-14|<15||Female|Positive||FALSE,hts_tst_otherpitc_1014_f_pos,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,10-14,<15,,Female,Positive,,FALSE
HTS_TST|N|OtherPITC||||||||10-14|<15||Male|Negative||FALSE,hts_tst_otherpitc_1014_m_neg,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,10-14,<15,,Male,Negative,,FALSE
HTS_TST|N|OtherPITC||||||||10-14|<15||Male|Positive||FALSE,hts_tst_otherpitc_1014_m_pos,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,10-14,<15,,Male,Positive,,FALSE
HTS_TST|N|OtherPITC||||||||15-19|15+||Female|Negative||FALSE,hts_tst_otherpitc_1519_f_neg,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,15-19,15+,,Female,Negative,,FALSE
HTS_TST|N|OtherPITC||||||||15-19|15+||Female|Positive||FALSE,hts_tst_otherpitc_1519_f_pos,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,15-19,15+,,Female,Positive,,FALSE
HTS_TST|N|OtherPITC||||||||15-19|15+||Male|Negative||FALSE,hts_tst_otherpitc_1519_m_neg,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,15-19,15+,,Male,Negative,,FALSE
HTS_TST|N|OtherPITC||||||||15-19|15+||Male|Positive||FALSE,hts_tst_otherpitc_1519_m_pos,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,15-19,15+,,Male,Positive,,FALSE
HTS_TST|N|OtherPITC||||||||20-24|15+||Female|Negative||FALSE,hts_tst_otherpitc_2024_f_neg,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,20-24,15+,,Female,Negative,,FALSE
HTS_TST|N|OtherPITC||||||||20-24|15+||Female|Positive||FALSE,hts_tst_otherpitc_2024_f_pos,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,20-24,15+,,Female,Positive,,FALSE
HTS_TST|N|OtherPITC||||||||20-24|15+||Male|Negative||FALSE,hts_tst_otherpitc_2024_m_neg,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,20-24,15+,,Male,Negative,,FALSE
HTS_TST|N|OtherPITC||||||||20-24|15+||Male|Positive||FALSE,hts_tst_otherpitc_2024_m_pos,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,20-24,15+,,Male,Positive,,FALSE
HTS_TST|N|OtherPITC||||||||25-29|15+||Female|Negative||FALSE,hts_tst_otherpitc_2529_f_neg,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,25-29,15+,,Female,Negative,,FALSE
HTS_TST|N|OtherPITC||||||||25-29|15+||Female|Positive||FALSE,hts_tst_otherpitc_2529_f_pos,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,25-29,15+,,Female,Positive,,FALSE
HTS_TST|N|OtherPITC||||||||25-29|15+||Male|Negative||FALSE,hts_tst_otherpitc_2529_m_neg,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,25-29,15+,,Male,Negative,,FALSE
